nhic_code,MRID
90000000013266,800701-0230-5406
90000000028113,200104-0522-6401
90000000004792,410912-0141-6401
90000000001492,830102-0330-2701
90000000003827,420406-0222-6401
90000000005644,670203-0141-6401
90000000030144,100414-0122-6401
90000000008794,170208-0101-2701
90000000034056,710801-0130-2701
90000000035408,030101-0530-2701
90000000000431,580403-0101-2701
90000000003555,840501-0239-2701
90000000029516,660111-0122-0401
90000000010062,830214-0101-2701
90000000029584,651004-0122-6401
90000000007611,541106-0122-6401
90000000006304,680404-0230-2716
90000000003789,660111-0122-6401
90000000027085,260502-0222-6401
90000000033822,280107-0246-2701
90000000009527,380102-0222-6401
90000000029542,660111-0422-6401
90000000003824,660111-0222-6401
90000000027017,660108-0122-6401
90000000010078,410908-0122-6401
90000000021913,690602-0222-0407
90000000002209,510103-0104-4803
90000000033787,170421-0130-2701
90000000034883,440101-0330-2701
90000000025239,200202-0122-6401
90000000031477,700705-0222-6401
90000000032659,330105-0201-0601
90000000025989,040203-0222-6401
90000000034681,830501-0101-2701
90000000028075,200104-0222-6401
90000000002036,510503-0122-6401
90000000027123,260502-0122-6401
90000000019325,230402-0122-6401
90000000005237,710702-0130-2701
90000000031474,700705-0322-6401
90000000035017,690106-0122-6401
90000000033662,430502-0346-2701
90000000027408,270303-0122-6401
90000000006881,570114-0222-6401
90000000024140,260205-0122-6401
90000000031028,500302-0122-6401
90000000007855,510211-0222-6401
90000000028078,200104-0322-6401
90000000012016,200102-0222-6401
90000000034963,510504-0122-6401
90000000023733,670402-0222-6401
90000000029571,651401-0222-6409
90000000031394,260105-0122-6401
90000000024153,260105-0222-6401
90000000030147,100414-0222-6401
90000000027700,711002-0122-6401
90000000018322,510402-0122-6401
90000000028677,420405-0222-6401
90000000013061,510202-0122-6401
90000000023419,660105-0122-6401
90000000007922,481503-0122-6401
90000000023762,670402-0422-6401
90000000011609,480704-0122-2706
90000000001655,190401-0130-2701
90000000019466,690601-0222-6401
90000000024614,070901-0122-6401
90000000015871,070301-0503-1701
90000000003270,660702-0122-6401
90000000007813,580501-0122-6401
90000000027924,411501-0122-6401
90000000002863,170103-0101-2701
90000000023397,660105-0222-6401
90000000023778,670402-0122-6401
90000000019831,650501-0122-6401
90000000024169,260205-0222-6401
90000000035575,510214-0122-6401
90000000010427,510103-0122-0407
90000000030336,170103-0101-3501
90000000009499,420402-0122-6401
90000000027995,541710-0122-6401
90000000020462,410913-0241-6401
90000000005157,020503-0230-2701
90000000006102,690505-0622-6409
90000000000543,260703-0322-6401
90000000005343,110404-0330-2701
90000000003257,543901-0122-2706
90000000023736,670402-0322-6401
90000000012503,570103-0122-2706
90000000020763,610102-0222-6401
90000000002799,270301-0322-6401
90000000008278,570112-0222-6401
90000000024688,101001-0322-6401
90000000000559,260703-0122-6401
90000000008355,510210-0122-6401
90000000013199,140204-0209-4801
90000000010020,510213-0222-6401
90000000006253,030402-0122-5901
90000000028606,270305-0322-6401
90000000033374,660105-0422-6401
90000000000546,260703-0222-6401
90000000011065,510215-0122-6401
90000000014692,260305-0322-6401
90000000003587,190106-0122-6409
90000000013984,540301-0222-6401
90000000023403,660105-0322-6401
90000000031406,270301-0122-6401
90000000028690,420405-0122-6401
90000000034396,640102-0645-4301
90000000010786,510402-0222-6401
90000000019479,690601-0122-6401
90000000031733,780301-0122-6401
90000000012859,690101-0122-6401
90000000004779,830303-0122-6401
90000000015166,270301-0422-6401
90000000020382,410902-0222-6401
90000000023531,570112-0122-6401
90000000017412,481101-0222-6401
90000000006096,541708-0222-2701
90000000031403,270305-0122-6401
90000000010770,541402-0322-6401
90000000000501,420202-0222-6401
90000000023083,260204-0222-6401
90000000020766,610102-0122-6401
90000000014788,260305-0422-6401
90000000023070,260204-0122-6401
90000000031432,270301-0222-6401
90000000002331,510501-0222-6401
90000000009524,380102-0122-6401
90000000029933,260208-0422-6401
90000000032198,101001-0122-6401
90000000005468,310202-0122-6401
90000000020016,542403-0122-2706
90000000028523,690506-0322-6401
90000000013660,510101-0122-6401
90000000018828,170602-0701-2713
90000000007871,541902-0122-0401
90000000001924,410304-0141-6401
90000000031217,240101-0222-6401
90000000001399,510604-0222-6401
90000000015121,240101-0122-6401
90000000031419,270305-0222-6401
90000000027815,680803-0222-6409
90000000005724,100202-0120-6401
90000000031365,260405-0122-6401
90000000002821,710103-0322-6401
90000000009787,540303-0122-6401
90000000004433,541712-0122-6401
90000000015246,540901-0222-6401
90000000004981,140303-0222-6401
90000000029869,260208-0122-6401
90000000034136,500304-0122-6401
90000000003308,600105-0230-2706
90000000021128,542003-0122-6401
90000000009771,540303-0322-6401
90000000004965,140303-0422-6401
90000000019072,580201-0422-6409
90000000006990,760801-0322-6401
90000000030189,490303-0122-6401
90000000011350,470201-0122-6401
90000000031397,260108-0122-6401
90000000026120,660203-0122-6401
90000000026883,541708-0222-6401
90000000019860,150401-0122-6401
90000000002581,260401-0130-3501
90000000000069,110406-0130-3501
90000000000703,500402-0122-6401
90000000026870,541708-0122-6401
90000000034271,541709-0122-6401
90000000029949,541714-0122-6401
90000000024435,580601-0222-6401
90000000019562,542402-0222-2701
90000000004122,510109-0122-6401
90000000020705,510303-0222-6401
90000000029747,420407-0122-6401
90000000034572,370105-0122-6401
90000000004737,100204-0122-6401
90000000007105,690105-0222-6401
90000000004968,140303-0322-6401
90000000010943,541104-0122-6401
90000000000396,510508-0122-6401
90000000000175,570121-0122-6401
90000000027290,691001-0122-6401
90000000025130,690105-0122-6401
90000000033457,200103-0122-6401
90000000011337,470201-0222-6401
90000000019889,100303-0122-6401
90000000003472,290501-0401-4001
90000000033499,100204-0322-64
90000000019575,542402-0322-2706
90000000027684,411202-0322-2801
90000000004087,570120-0122-6401
90000000026069,540305-0122-6401
90000000003225,490303-0222-6401
90000000009691,350103-0130-2701
90000000029962,541714-0222-6401
90000000009037,430401-0141-2706
90000000000905,480103-0104-2706
90000000019421,541602-0320-2714
90000000017511,480302-0222-6401
90000000010158,510601-0122-6401
90000000008371,510107-0222-6401
90000000019911,100303-0222-6401
90000000018098,541003-0122-2706
90000000029023,510110-0222-6401
90000000029638,370105-0301-0601
90000000024986,481901-0222-2801
90000000026774,650305-0922-5601
90000000003363,140112-0222-6401
90000000015099,110201-0122-6402
90000000016195,570303-0122-2706
90000000020981,780206-0222-6401
90000000033117,780502-0222-2706
90000000021372,340303-0301-4001
90000000013756,800101-0222-0407
90000000033470,070301-0230-4803
90000000027001,660108-0522-6401
90000000030064,540419-0422-6401
90000000013003,800101-0222-6409
90000000003638,681303-0522-6409
90000000030038,542103-0122-6401
90000000024371,720102-0122-6402
90000000028116,200104-0141-6401
90000000034950,270106-0322-6401
90000000034178,541106-0222-2706
90000000003904,481903-0122-6401
90000000031134,140104-0122-6401
90000000027046,660108-0422-6401
90000000006701,270601-0222-6401
90000000022000,270602-0122-6401
90000000031518,010101-0322-6401
90000000030333,670101-0122-0401
90000000000136,370105-0301-0901
90000000006282,520105-0122-2706
90000000033864,540722-0330-2714
90000000010690,830402-0122-6401
90000000001463,450202-0241-6401
9E+13,560307-0341-2706
90000000012013,200102-0122-6401
90000000027927,020503-0122-6408
90000000029299,760202-0122-0407
90000000014621,690201-0222-0401
90000000016384,240501-0422-6401
90000000002959,690201-0322-6401
90000000034133,570202-0130-2701
90000000034415,830401-0422-6401
90000000024643,770106-0222-6401
90000000014906,480101-0222-6401
90000000027014,660108-0622-6401
90000000015323,480301-0122-6401
90000000006378,541803-0322-2706
90000000025345,400601-0122-6401
90000000035248,680404-0330-2716
90000000034338,570306-0130-2701
90000000007243,481901-0130-2701
90000000012926,570201-0130-2701
90000000012151,340202-0401-3601
90000000034921,420403-0222-6401
90000000023502,543101-0122-6401
90000000005820,150601-0222-6401
90000000023217,190104-0122-6401
90000000034431,830401-0622-6401
90000000011584,480604-0422-6401
90000000008220,660104-0222-6401
90000000032156,100602-0122-6409
90000000034418,830401-0255-6401
90000000023791,481108-0322-6401
90000000013891,010101-0422-6401
90000000013006,800101-0222-2706
90000000032124,410702-0122-6401
90000000033223,350301-0201-0901
90000000008140,481108-0422-6401
90000000025092,010204-0122-0401
90000000022224,280301-0222-6401
90000000004289,070902-0122-6404
90000000023230,190104-0222-6401
90000000033902,540202-0122-6401
90000000030211,690109-0122-6401
90000000002677,520201-0209-2706
90000000026418,650305-1022-5601
90000000009101,100602-0222-6409
90000000033595,570406-0122-0401
90000000003443,050104-0222-6401
90000000021279,690503-0122-6401
90000000002091,690203-0122-0401
90000000031070,842001-0222-0407
90000000013330,250104-0322-6409
90000000002690,520201-9999-2701
90000000000178,481803-0230-2701
90000000000258,481602-0222-2706
90000000000287,680110-0122-0401
90000000000338,580204-0122-6401
90000000000380,480305-0222-6401
90000000000393,510509-0122-6401
90000000000514,670703-0122-6401
90000000000694,110103-0109-0401
90000000000706,801902-0101-5406
90000000000745,411202-0230-2701
90000000000774,190602-0122-0401
90000000000812,801901-0101-5406
90000000000857,330303-0201-0601
90000000001017,070105-0101-4001
90000000001088,510506-0122-6401
90000000001126,070104-0209-6401
90000000001168,720401-0122-6402
90000000001197,510403-0129-4801
90000000001203,101101-0122-6401
90000000001219,430402-0141-5602
90000000001274,650403-0530-3501
90000000001290,690801-0122-6401
90000000001328,191001-0130-2701
90000000001357,150602-0122-6401
90000000001479,720301-0122-6401
90000000001562,580203-0301-5406
90000000001764,210302-0322-6401
90000000001815,681201-0122-6401
90000000001911,542601-0222-0401
90000000001940,410904-0122-6401
90000000002049,710601-0101-0901
90000000002062,840201-0130-2701
90000000002078,280203-0101-5406
90000000002376,541104-0522-6401
90000000002389,840101-0141-2706
90000000002424,410914-0141-6401
90000000002440,770201-0230-6201
90000000002728,802401-0201-5406
90000000002741,570102-0101-5406
90000000002850,710102-0122-0401
90000000002901,550202-0122-6401
90000000002943,680301-0130-2706
90000000002946,250101-0222-6401
90000000002972,690201-0130-3501
90000000002985,550201-0122-6401
90000000002988,150201-0122-6401
90000000003010,150201-0130-3501
90000000003379,530402-0109-2701
90000000006080,330302-0101-0901
90000000006333,430202-0215-2714
90000000006362,690106-0122-6401
90000000006788,280401-0101-5406
90000000007070,541302-0101-5406
90000000007640,600401-0222-6401
90000000008630,530901-9999-2701
90000000008912,170201-9999-2713
90000000011472,680103-0122-6401
90000000011773,790103-0130-6001
90000000012923,370101-0201-0601
90000000013279,020407-0222-2706
90000000013497,481112-0122-6401
90000000013804,010101-0222-6408
90000000013807,010101-0222-6404
90000000014067,170201-0101-2713
90000000014730,250101-0322-6401
90000000014823,250101-0122-0401
90000000014881,480201-0222-6401
90000000015547,280202-0101-0901
90000000016198,260202-0122-6401
90000000016925,480810-0122-2706
90000000017265,410106-0209-2706
90000000017390,481101-0101-4001
90000000017569,370401-0101-0601
90000000017713,150302-0209-2706
90000000017716,150302-0609-2706
90000000017729,150305-0409-2706
90000000017758,150305-0409-2706
90000000017809,150305-0409-2706
90000000018133,410501-0222-0401
90000000018514,020401-0122-6409
90000000018559,110402-0201-4001
90000000018652,170303-0201-2713
90000000018706,170303-0401-2713
90000000018950,170303-0701-2713
90000000019043,800902-0101-5406
90000000019181,710901-0122-6401
90000000021602,410104-0209-2713
90000000021647,260403-0122-6401
90000000021660,260403-0222-6401
90000000022035,100409-0222-6401
90000000022147,570204-0130-2713
90000000022298,681002-0622-6401
90000000022304,140503-0315-2713
90000000022442,210202-0122-6401
90000000022512,340103-0201-4001
90000000022906,100705-0115-2715
90000000023012,560305-0109-2701
90000000023099,260104-0222-6401
90000000023816,410604-0422-6401
90000000024646,770106-0222-6401
90000000025188,340205-0101-4001
90000000025303,740201-0101-5406
90000000025348,240105-0122-6401
90000000025441,250104-0222-0401
90000000025454,250105-0130-2713
90000000025915,740104-0101-5406
90000000026338,680404-0230-2716
90000000026668,651002-0422-6401
90000000026681,651003-0122-0401
90000000026694,651003-0122-6418
90000000026703,650310-0122-6401
90000000027642,660109-0422-0401
90000000027655,660109-0522-0401
90000000027751,240602-0322-6401
90000000027764,140202-0209-2706
90000000028315,640214-0130-2713
90000000028318,640214-0230-2713
90000000028331,640214-0230-2713
90000000028565,420202-0122-6401
90000000028674,710802-0130-2713
90000000028725,430603-0222-2706
90000000028728,430603-0522-2713
90000000028741,430603-0122-2706
90000000028783,020804-0122-6401
90000000029052,580504-0122-6401
90000000029161,411601-0101-0601
90000000029177,411601-0230-2713
90000000029379,140505-0115-2713
90000000029392,140505-0115-2713
90000000029401,801502-0101-4001
90000000029414,801502-0101-5406
90000000029731,801102-0201-5406
90000000030413,170301-0201-2713
90000000031938,020404-0222-0401
90000000032387,110103-0615-5406
90000000032941,350301-0130-5401
90000000033159,620102-0122-2701
90000000033771,760303-0141-2601
90000000034095,030102-0122-2701
90000000034447,510110-0122-6401
90000000034476,640206-0501-2701
90000000034585,160102-0130-2701
90000000034694,520207-9999-2701
90000000034697,870101-0101-6001
90000000034703,870101-0101-1701
90000000034748,870202-0137-2713
90000000034761,870202-0137-2713
90000000034777,870204-0137-2713
90000000035328,870101-0201-1701
90000000035341,870101-0301-6001
90000000035421,030101-0630-2701
90000000000098,250401-0230-3501
90000000000402,580801-0130-2713
90000000000415,580801-0230-2713
90000000001341,320501-0101-3601
90000000001998,160203-0109-2713
90000000002632,650201-0822-6416
90000000002914,480201-0622-6409
90000000004016,430801-0230-2701
90000000009838,160203-0409-2713
90000000010318,250201-0130-2713
90000000011023,170422-9999-2714
90000000013237,030101-0430-5401
90000000013942,510301-0130-5402
90000000014557,200101-0222-6401
90000000014570,200101-0122-6401
90000000015214,030101-0430-5401
90000000015365,760301-0241-2601
90000000016592,480801-0130-6001
90000000018271,160201-0846-2713
90000000018284,160201-0546-2713
90000000018335,510520-0122-6401
90000000018396,430102-0541-6401
90000000018857,170602-0101-2713
90000000018870,170602-0101-2713
90000000019165,190401-0422-6401
90000000019450,030201-0322-5901
90000000019982,670501-0122-6401
90000000022333,140503-0315-2713
90000000023573,250102-0122-6401
90000000023576,250102-0222-6401
90000000023682,800602-0101-5406
90000000024768,543201-0530-2713
90000000025742,680802-0622-6401
90000000025902,260106-0122-6401
90000000026056,510901-0230-6001
90000000027421,270303-0222-6401
90000000027562,670203-0822-6401
90000000028235,650502-0222-6401
90000000028347,640214-0330-2713
90000000028597,030702-0130-1601
90000000028645,100413-0222-6401
90000000029350,140505-0215-5401
90000000033281,840501-0339-2701
90000000033675,620104-0122-2706
90000000034719,870302-0222-2713
90000000000623,500104-0222-0401
90000000002645,650201-0122-6416
90000000004475,130308-0122-6401
90000000004708,130306-9999-4801
90000000009348,541005-0229-0901
90000000013090,010101-0522-5901
90000000013234,830214-0130-2701
90000000013263,681303-0622-6401
90000000013509,640206-0701-5404
90000000013551,681303-0722-6401
90000000013875,010101-0322-6406
90000000014634,690201-0322-0407
90000000014948,480102-0222-2706
90000000015243,540901-0122-6401
90000000015394,570106-0122-2706
90000000015736,240202-0222-6401
90000000017678,150302-0809-2706
90000000018402,430102-0641-6401
90000000019277,400302-0129-2801
90000000020196,260103-0122-6401
90000000020353,410901-0122-6401
90000000020404,410904-0122-6401
90000000020708,020501-0322-6401
90000000020997,070102-0122-6401
90000000021955,540304-0122-6401
90000000022295,681002-0430-2705
90000000022666,890101-0222-0401
90000000022990,560302-0115-2701
90000000023855,640206-0601-0901
90000000024739,700501-0130-3501
90000000026082,540305-0222-6401
90000000027139,480503-0322-6401
90000000027463,531302-0246-2701
90000000027911,020408-0122-6406
90000000027953,020503-0222-6401
90000000027969,020503-0322-6401
90000000028155,680405-0122-6401
90000000028222,650502-0122-6401
90000000029513,660111-0522-6401
90000000029664,340703-0112-0901
90000000029882,260208-0222-6401
90000000030224,690109-0222-6401
90000000030528,390401-0209-6003
90000000030608,541302-0130-5406
90000000030650,651002-0122-6408
90000000033598,640219-0130-2701
90000000033604,640219-0230-2701
