NUPCO Code,MRID
51171622007,510802-0137-2713
51341503000,510801-0130-2713
51343704000,510702-0122-6401
51343500002,510702-0122-6401
51102399003,510702-0122-6401
51341903003,510701-0130-3501
51341903000,510701-0122-6401
51341904000,510604-0222-6410
51102397000,510601-0122-6410
51102399024,510510-0122-6410
51102399005,510508-0122-6410
51102312001,510505-0122-0401
51343800000,510504-0122-6410
51102399011,510503-0122-6410
51102399008,510501-0222-6410
51343203000,510404-0122-6401
51102399012,510402-0222-6410
51102399006,510402-0122-6410
51102370001,510401-0222-0401
51102370002,510401-0122-0401
51102342001,510307-0122-6410
51342301000,510306-0122-6401
51102339001,510304-0122-4801
51102339002,510304-0101-0601
12161809000,510304-0101-0601
51102305000,510303-0222-6410
51343502000,510302-0130-2713
51102301007,510301-0522-6401
51102301000,510301-0422-6401
51102301004,510301-0322-6401
51102301005,510301-0230-6001
51102301002,510301-0129-4001
51102301006,510301-0122-2706
51102301003,510301-0101-0901
51102399018,510219-0122-6401
51341903004,510218-0222-6401
51102398000,510217-0122-6410
51102399020,510216-0122-6401
51102399015,510215-0122-6410
51102398003,510214-0122-6410
51102398001,510213-0222-6410
51102371001,510211-0222-6410
51102371003,510211-0130-3501
51102371002,510211-0122-6401
51102372001,510210-0122-6410
51102399017,510204-0122-6401
51343110003,510202-0122-6410
51102321000,510111-0222-6401
51102321002,510111-0130-6001
51102321003,510111-0130-2713
51102321001,510111-0122-0401
51102332002,510110-0222-6410
51102332003,510109-0122-6410
51102332001,510109-0122-6410
51343110001,510107-0222-6410
51343110000,510107-0130-5401
51343110002,510107-0122-6401
51102397001,510107-0122-6401
51102399002,510106-0222-6410
51102399001,510106-0122-6401
51102337001,510102-0122-6401
51342501000,510101-0122-6410
51102005003,500601-0122-6401
51102003003,500501-0230-2713
51102003000,500501-0222-6401
51102003002,500501-0130-3501
51102003001,500501-0122-6401
51281507000,500401-0122-6401
51102008000,500302-0122-6410
51102002000,500301-0222-6401
51102002001,500301-0122-6401
51284221001,500202-0322-6401
51284221000,500202-0222-6401
51284221002,500202-0122-6401
51102101000,500201-0122-0401
51283603002,500105-0122-6401
51102005001,500104-0322-4801
51102005000,500104-0222-0401
51102005004,500104-0130-3501
51102005002,500104-0122-0401
51283301000,500102-0122-6401
51101832001,490303-0222-6410
51101832002,490303-0222-4803
51141501000,490303-0222-2706
51101832000,490303-0130-6001
51101832003,490303-0122-6410
51303404000,490302-0130-6201
51303404002,490302-0122-6406
51101810003,490301-0230-6001
51101810004,490301-0130-2713
51101810002,490301-0122-0401
51283105000,490103-0130-2713
51101835002,490102-0222-2706
51101835001,490102-0122-2706
51283101000,490101-0122-2706
51101591006,482402-0322-0401
51101591002,482402-0222-2706
51101591001,482402-0122-2706
51282701000,482401-0122-2706
51105005004,482301-0330-2713
51105005001,482301-0222-6401
51105005000,482301-0130-6001
51105005003,482301-0122-6401
51283908000,482201-0122-6401
51101826000,482101-0104-4801
51102206002,482001-0222-0401
51102206000,482001-0130-3501
51102206001,482001-0122-6401
51282801000,481903-0122-6410
51101812001,481902-0222-6401
51101603005,481901-0230-6001
51101603001,481901-0222-6410
51101603004,481901-0222-5901
51101603002,481901-0130-5401
51101603006,481901-0122-6401
51281626000,481803-0130-5401
51281626001,481803-0122-4801
51102500012,481802-0122-6401
51101584005,481801-0230-2713
51101584010,481801-0230-2713
51101584006,481801-0130-2713
51101611000,481703-0122-2706
51101611001,481703-0104-2706
51109801001,481702-0122-2706
51284603000,481701-0104-2701
51282003000,481603-0122-4803
51101557000,481601-0122-6401
51101557002,481601-0122-2701
51101557001,481601-0122-0401
51101549002,481503-0230-4804
51101549001,481503-0130-5401
51101549000,481503-0122-6410
51284247000,481502-0104-2304
51281609000,481501-0122-2706
51102500000,481401-0209-2706
51101562000,481304-0104-4801
51101575000,481303-0104-4801
51101512007,481302-0122-2701
51101512005,481302-0104-2713
51101512004,481301-0222-2706
51101512002,481301-0222-0401
51101512000,481301-0130-4801
51101512003,481301-0122-2706
51101512001,481301-0122-0401
51101504002,481201-0222-0401
51101504003,481201-0130-2713
51101504007,481201-0122-0401
51101518002,481112-0101-5406
51101546000,481111-0122-6401
51101536002,481110-0130-5401
51101536001,481110-0122-6401
51101536000,481110-0101-5406
51101538004,481108-0322-6410
51101538002,481108-0222-6410
51101538001,481108-0122-6410
51101538000,481108-0122-2713
51101540000,481106-0201-5406
51101540001,481106-0101-5406
51101518007,481101-0422-6401
51101542000,481101-0322-6401
51101518008,481101-0222-6410
51101518006,481101-0130-2713
51101518005,481101-0101-5406
51101594001,480901-0204-2706
51101594000,480901-0104-2706
51101551003,480810-0422-2713
51101535001,480810-0122-2713
51101551001,480810-0104-2706
51282127001,480809-0104-2713
51101552003,480807-0104-2706
51101552002,480806-0204-2706
51101552000,480806-0104-2706
51101593000,480804-0104-2706
51101599001,480803-0222-6401
51101599000,480803-0130-4801
51101599002,480803-0122-0401
51101577000,480801-0130-6001
51101577001,480801-0122-0401
51101535005,480703-0204-2701
51101535002,480703-0104-2706
51101550002,480702-0230-4804
51101550004,480702-0222-0401
51101550003,480702-0130-4804
51101550001,480702-0122-0401
51101573001,480604-0422-6410
51101573003,480604-0322-6410
51101573006,480604-0230-2305
51101573002,480604-0222-2706
51101573007,480604-0130-2305
51101573005,480604-0122-4801
51101573008,480604-0104-2706
51283709001,480603-0230-4804
51283709000,480603-0130-4804
51282202000,480602-0104-2701
51101507001,480503-0130-3501
51283406000,480503-0122-6401
51101507003,480502-0122-4801
51101507002,480501-0122-4801
51101555000,480401-0104-4801
51109900000,480305-0122-6401
51101570002,480303-0130-6001
51101570004,480303-0122-6401
51101570007,480303-0104-2701
51101570003,480303-0101-4001
51101522001,480302-0222-6410
51101522004,480302-0222-6409
51101522005,480302-0222-4801
51101522002,480302-0130-6001
51101522000,480302-0122-6401
51101572003,480301-0230-5406
51101572005,480301-0222-4803
51101572001,480301-0130-4804
51101572002,480301-0122-0401
51109803001,480204-0204-4803
51101561000,480204-0204-2706
51109804001,480204-0104-4803
51101567003,480202-0204-2701
51101567005,480202-0104-2713
51109807003,480201-0630-4804
51109806002,480201-0530-4804
51109805002,480201-0522-6401
51109805001,480201-0422-6401
51109807004,480201-0330-4804
51109807000,480201-0322-2706
51109806000,480201-0230-4804
51109805000,480201-0222-6401
51109806001,480201-0130-4804
51109807001,480201-0122-2706
51101567001,480102-0122-2706
51101567000,480102-0104-2706
51101511005,480101-0530-5406
51101511002,480101-0230-4804
51101511001,480101-0222-0401
51101511003,480101-0130-4804
51101511004,480101-0122-0401
51182435000,470301-0141-2713
50501511001,470203-0241-0401
50501511002,470203-0146-2713
50501511000,470203-0141-0401
51182499002,470201-0222-6410
51182499001,470201-0122-6410
51181613000,470101-0215-2713
51181508000,460101-0122-2706
51181606000,450301-0122-6401
51181602000,450202-0141-6401
51181601004,450201-0441-6401
51181601001,450201-0341-6401
51181601007,450201-0246-4801
51181601003,450201-0241-6401
51181601000,450201-0146-2713
51181601002,450201-0141-6401
51181605000,450102-0122-6401
51181600000,450101-0122-6401
51181738000,440201-0141-6401
51181709001,440108-0130-2713
51422101001,440107-0322-6401
51422101004,440107-0222-6401
51422101000,440107-0122-6401
51181708008,440106-0322-6401
51181708000,440106-0230-6201
51181708010,440106-0222-6401
51181708004,440106-0122-6401
51181729003,440105-0522-6401
51181729002,440105-0422-2706
51181729001,440105-0322-2706
51181728001,440105-0230-2715
51181729004,440105-0222-2713
51181729005,440105-0122-2713
51181728000,440105-0122-2713
51181706006,440104-0522-6401
51181706005,440104-0422-6401
51181706007,440104-0322-6401
51181706008,440104-0130-2713
51181706001,440104-0122-2706
51181704012,440103-0330-2713
51181704006,440103-0222-6401
51102500005,440103-0146-3501
51181704004,440103-0141-6401
51181704003,440103-0130-2713
51181704007,440103-0122-6401
51181755005,440101-0230-2713
51181755004,440101-0101-2713
51181604000,430901-0130-2706
51422001000,430801-0130-2713
51182304006,430701-0130-2713
51182302002,430603-0230-2713
51182302003,430603-0130-2713
51111859000,430601-0130-2713
51182304002,430502-0246-2713
51182304004,430502-0222-2713
51182304003,430502-0146-2713
51182304000,430502-0122-2713
51111855000,430501-0322-2713
51111850000,430401-0146-4801
51111840000,430301-0122-2706
51182203003,430202-0115-2713
51182203001,430202-0115-2713
51182299001,430201-0146-2713
51182106001,430103-0122-2713
51182101001,430102-0441-4801
51182101005,430102-0341-6416
51182101006,430102-0241-6416
51182101000,430102-0146-2713
51182101004,430102-0141-5601
51182102000,430101-0130-2713
51182014000,420501-0122-0401
51151669000,420407-0222-6404
51151669001,420407-0122-6410
51151920001,420406-0222-0407
51151920000,420406-0122-6410
51151661001,420405-0222-6410
51172106001,420404-0130-6201
51172106000,420404-0122-6401
51151661000,420403-0122-6409
51151613004,420304-0122-6401
51172201000,420303-0122-0401
51413506003,420203-0222-6401
51413506002,420203-0122-6401
51212401000,420202-0422-6401
51212401001,420202-0222-6410
51212401002,420202-0130-4801
51212401003,420202-0122-6401
51263006001,420104-0222-6401
51263006000,420104-0122-6401
51182014001,420103-0122-6401
51151817001,420102-0122-6409
51151918000,420101-0122-6409
51182047000,411701-0122-6401
51182002000,411601-0130-2713
51182002001,411601-0130-2713
51111865000,411501-0122-6410
51182031000,411301-0122-6401
51181818005,411202-0322-6401
51181818001,411202-0322-0401
51181818000,411202-0222-2801
51181818003,411202-0130-2713
51181818002,411202-0101-0601
51351517000,411201-0130-2701
51181813003,411101-0128-6301
51181807005,410913-0141-6401
51181807003,410910-0141-6401
51352400000,410909-0141-6401
51181807004,410908-0122-6410
51181807006,410907-0122-6410
51181811000,410906-0141-6410
51181813006,410902-0222-6410
51181899003,410802-0122-6404
51351605001,410801-0122-6404
51181999000,410702-0122-6410
51182099001,410701-0122-6401
51181828001,410607-0141-6401
51181828000,410607-0122-6401
51181806002,410606-0222-6401
51181806001,410606-0130-3501
51181806000,410606-0122-6401
51181827001,410605-0130-2715
51181827000,410605-0122-6401
51181811001,410601-0141-6401
51181899002,410401-0122-6401
51181813001,410302-0243-4301
51181813000,410302-0143-4301
51181813009,410302-0122-6401
51181803001,410301-0241-6401
51181803000,410301-0222-2701
51181803003,410301-0144-0901
51181803006,410301-0141-6401
51181803004,410301-0122-6401
51181911000,410201-0122-6401
51181906000,410109-0109-2706
51181912008,410108-0509-2706
51181912003,410108-0109-2706
51111850001,410107-0109-2706
51181901001,410106-0109-2710
51181912006,410105-0109-2701
51181912005,410102-0215-2706
51181912002,410102-0115-2706
51384514001,400601-0322-6410
51384514002,400601-0222-6401
51142499000,400502-0146-2713
51171908000,400303-0141-6401
51182201002,400302-0422-2801
51182201003,400302-0122-2801
51182299002,400301-0130-2713
51141535000,400202-0122-6401
51142501000,400201-0122-6401
51121599000,400201-0122-6401
51182299005,400101-0130-2713
51182299003,400101-0130-2713
42231803000,390401-0109-6003
51101812003,390303-0222-5901
51201504004,380304-0201-4001
51201504005,380304-0101-4001
51201514000,380303-0101-0901
51182428006,380302-0130-2713
51241209001,380107-0129-0901
51121711001,380106-0201-5401
51121711002,380106-0122-6401
51121711000,380106-0101-5401
51101717000,380105-0122-6401
51241209006,380104-0301-0901
51241209000,380104-0201-0901
51181719000,380103-0129-0901
51182001001,380102-0222-6410
51182001000,380102-0122-6410
51151702002,380101-0201-5406
51151702001,380101-0101-5406
51101504006,370401-0201-0901
51101504004,370401-0101-5401
51101525003,370301-0301-5401
51101525002,370301-0201-0601
51101525001,370301-0101-0601
51241202000,370202-0101-0901
51171511003,370201-0101-5401
51241220000,370105-0201-0901
51241220002,370105-0122-0401
51241220001,370105-0101-0901
51241232002,370104-0222-0401
51241232003,370104-0122-0401
51241209003,370103-0101-0901
51241404000,370102-0101-0601
51241233002,370101-0101-0901
51241233000,370101-0101-0601
51102713002,350301-0130-5401
51102713016,350301-0101-4001
51382503002,350201-0122-5901
51102709004,350102-0101-5401
51102500002,340901-0117-4001
51181742003,340601-0101-5201
51181742001,340601-0101-4001
51181742002,340601-0101-3601
51181742000,340601-0101-0901
51181798001,340503-0101-0901
51181798000,340502-0101-0901
51181749005,340405-0101-0901
51181799001,340402-0101-0901
51181749001,340306-0201-5603
51181749004,340306-0101-4001
51181749006,340306-0101-3601
51181749003,340306-0101-0901
51181722007,340303-0201-0901
51181722008,340303-0101-4001
51181755001,340301-0201-4001
51181755007,340301-0201-0901
51181755003,340301-0101-5401
51181755002,340301-0101-4001
51181755000,340301-0101-0901
51181799003,340202-0301-4001
51181799000,340202-0101-3601
51181725000,340103-0201-0901
51181706004,340103-0101-4001
51181706002,340103-0101-0901
51101508001,330501-0101-0901
51101508002,330501-0101-0901
51101603003,330401-0101-0601
51201510000,330301-0101-0901
51101509002,330203-0101-4001
51101509001,330202-0122-6401
51284004001,330201-0122-6401
51101597000,330107-0101-4001
51101597001,330107-0101-4001
51101584013,330106-0101-0901
51212550002,330105-0101-4001
51212550003,330105-0101-0901
51101503005,330104-0122-5406
51101503003,330103-0301-5406
51101503002,330103-0201-4001
51101503004,330103-0130-6201
51101503000,330103-0104-4801
51101503001,330103-0101-5406
51101586000,330101-0230-2713
51101586001,330101-0130-2713
51241299002,320501-0122-0401
51241207000,320301-9999-5201
51181701000,320202-0141-4001
51181701003,320202-0141-0601
51241223002,320201-0144-4001
51191913001,320101-0222-0401
51191913000,320101-0122-0401
51142907000,310301-0101-5406
51161610001,310202-0330-2713
51171904002,310202-0330-2713
51161610000,310202-0222-6401
51161610002,310202-0122-6410
51161699002,310201-0130-6003
51241297001,310101-0101-3601
51241297000,310101-0101-0901
51241228001,290502-0101-0901
51241226004,290501-0401-0901
13101904005,290501-0401-0901
51241226006,290501-0301-0901
51241226002,290501-0201-4001
13101904002,290501-0201-4001
13101904006,290501-0201-4001
51241226001,290501-0201-0901
13101904001,290501-0201-0901
51241226000,290501-0101-4001
13101904000,290501-0101-4001
13101904004,290501-0101-0901
51241298000,290402-0101-4001
51241299012,290305-9999-4001
51241900004,290305-0105-4001
51241299020,290304-0104-4001
51241299000,290302-0122-4001
51241201001,290201-0101-5401
51241205000,290101-9999-3601
51101809000,280301-0122-6401
51101812005,280209-0101-4801
51101812004,280209-0101-0901
51101805002,280209-0101-0901
51101812000,280209-0101-0601
51101811000,280207-0101-5201
51101811001,280207-0101-0901
51101807006,280204-0330-5401
51101807005,280204-0322-0401
51101807000,280204-0230-4801
51101807001,280204-0222-0401
51101807002,280204-0130-2713
50501701010,280204-0122-4801
51101807003,280204-0122-0401
51101818002,280108-0101-5601
51101818001,280108-0101-0901
51241218002,280107-0146-2713
51241218000,280107-0130-5201
51142116000,280105-0101-0601
51241201003,280104-0229-4001
51241201005,280104-0130-3601
51241201002,280104-0129-4001
51281506000,280104-0122-6401
51142002006,280104-0104-4801
51241201009,280104-0101-4301
51241201000,280104-0101-4001
51142116006,280104-0101-0901
51101808000,280103-0130-5401
51302602000,280101-0101-5401
51191905093,270701-0122-6401
51121805000,270602-0122-6410
51121809000,270601-0222-6410
51121809001,270601-0122-0401
51322301000,270501-0105-4801
51191902009,270501-0104-4801
51121803002,270305-0322-6410
51121803001,270305-0222-6410
51121803000,270305-0122-6410
51121823001,270304-0322-6410
51121823000,270304-0222-6410
51321703000,270302-0122-6406
51121810003,270301-0422-6410
51121810002,270301-0322-6410
51121810001,270301-0222-6410
51121810000,270301-0122-6410
51121819002,270106-0322-0401
51121819004,270106-0122-0401
51121819000,270104-0122-6401
51321599000,270103-0130-2713
51191999001,270102-0122-0401
51111713002,270101-0122-2713
51121733005,260703-0322-6410
51121733004,260703-0222-6410
51121733006,260703-0122-6410
51434901002,260602-0422-6401
51121760003,260502-0222-6410
51121760004,260502-0122-6410
51121730001,260406-0322-6401
51121730000,260406-0122-6401
51121760002,260405-0222-6401
51121760001,260405-0122-6410
51121704002,260404-0322-6401
51121704000,260404-0222-6401
51121704001,260404-0122-6401
51121715003,260402-0322-6401
51121715002,260402-0222-6401
51121715000,260402-0130-2713
51121715004,260402-0122-6401
51121703000,260401-0522-5401
51121703003,260401-0322-6401
51121703002,260401-0222-6401
51121703001,260401-0122-6401
51434901001,260305-0422-6410
51434901000,260305-0322-6410
51121733003,260208-0422-6410
51121733002,260208-0122-6410
51434931002,260205-0322-6410
51434931001,260205-0222-6410
51434931000,260205-0122-6410
51121753004,260204-0222-6410
51121753003,260204-0122-6410
51121733001,260108-0222-6401
51121733000,260108-0122-6410
51121763001,260107-0222-6401
51121763000,260107-0122-6401
51121759000,260106-0122-6401
51121710001,260105-0222-6410
51121710000,260105-0122-6410
51121753002,260104-0222-6401
51121753001,260104-0122-6401
51121735001,260102-0322-6401
51121735000,260102-0222-6401
51121707002,250401-0422-6411
51121707004,250401-0322-6411
51121707003,250401-0222-6401
51121707000,250401-0130-2713
51121707001,250401-0122-6401
51121713008,250201-0722-2713
51121713001,250201-0522-6401
51121713000,250201-0422-6401
51121713007,250201-0222-6409
51121713003,250201-0222-0407
51413504001,250105-0122-6401
51121904004,250104-0422-6409
51121904001,250104-0322-6401
51121904002,250104-0122-6409
51121743005,250101-0322-0401
51121743001,250101-0222-0401
51121743000,250101-0122-6401
51121576001,240603-0222-6401
51121576000,240603-0122-6401
51151812002,240602-0222-6401
51151812000,240602-0130-2713
51151812001,240602-0122-6401
51121566000,240601-0222-6401
51121566002,240601-0122-6401
51151823002,240502-0222-6401
51151823001,240502-0130-2713
51151823000,240502-0122-6401
51121709002,240501-0422-6410
51121709003,240501-0322-6401
51121709000,240501-0222-6401
51121709001,240501-0122-6401
51121765003,240104-0422-6401
51263168002,240104-0322-6410
51121765001,240104-0322-6410
51121765000,240104-0222-6410
51263168001,240104-0222-6401
51121721000,240104-0130-2701
51263168000,240104-0122-6401
51151802002,240103-0130-2713
51151802000,240103-0130-2713
51121725000,240102-0322-6401
51121725002,240102-0222-6410
51121725001,240102-0122-6401
51151801000,240101-0322-6410
51151801001,240101-0222-6410
51151801002,240101-0122-6410
51473307000,230802-0101-2701
51321604003,230801-0201-2713
51321604002,230801-0101-2713
51241303001,230704-0129-0901
51241303009,230704-0104-0901
51161780002,230703-0101-4001
51161780003,230702-9999-5901
51161780005,230601-9999-5901
51161780004,230601-9999-0901
51161780006,230402-0122-6410
51131602001,230302-9999-0601
51142943000,230103-0201-5406
51142943001,230103-0101-5406
51151810000,220401-0130-2713
51261601000,220301-0122-0401
51132001000,220201-0122-6409
51191507001,210503-0222-6401
51191507000,210503-0130-3501
51191507002,210503-0122-6401
51432606000,210501-0222-6410
51191515002,210402-0222-6401
51191515001,210402-0122-6401
51191501000,210401-0130-3501
51191501001,210401-0122-4801
51191503000,210304-0322-6401
51191503002,210304-0222-6401
51191503001,210304-0122-6401
51121726001,210303-0122-6409
51191510003,210302-0230-6201
51191510000,210302-0130-2713
51191510006,210302-0130-2713
51191510002,210302-0130-2713
51191510001,210302-0122-6401
51191504000,210301-0146-2713
51191504001,210301-0122-6401
51191506000,210101-0122-6401
51121758000,200801-0130-2713
51121708000,200601-0122-6401
51121752002,200501-0322-6401
51121752003,200501-0222-6401
51121752000,200501-0130-2713
51121752001,200501-0122-6401
51121728001,200402-0222-6401
51121728000,200402-0122-6401
51263602000,200401-0322-6401
51263602001,200401-0122-6401
51121701000,200301-0130-3501
51121701002,200301-0122-6401
51432303000,200202-0122-6410
51121718000,200201-0241-6401
51121718002,200201-0141-6401
51161626008,200104-0522-6410
51161626007,200104-0422-6410
51161626006,200104-0322-6410
51161626005,200104-0222-6410
51161626004,200104-0141-6410
51161626003,200103-0122-6410
51161626009,200102-0322-6416
51161626002,200102-0222-6410
51161626001,200102-0122-6410
51121517001,191001-0122-0401
51121603004,190905-0147-5401
51191555000,190903-0222-6401
51191555002,190903-0122-6401
51121602002,190902-0422-6401
51121602000,190902-0322-6401
51121602003,190902-0222-0402
51121602001,190902-0122-0402
51121603000,190901-0228-4301
51121603002,190901-0130-2713
51121603001,190901-0128-4301
51121603003,190901-0104-4001
51121504000,190801-0122-6401
51151710002,190709-0130-2713
51151727001,190708-0130-2713
51391729001,190707-0222-6401
51391729000,190707-0122-6401
51151703004,190706-0230-2713
51151703005,190706-0130-2713
51151703003,190706-0130-2713
51151703001,190706-0130-2713
51391717000,190705-0230-2713
51151737001,190704-0231-5401
51151737002,190704-0131-5401
51151737000,190703-0130-2714
51151732001,190702-0130-5401
51151732000,190701-0130-2713
51121523000,190603-0122-6401
51121519002,190602-0130-2713
51121513000,190601-0122-0401
51121502000,190501-0322-6401
51121502005,190501-0230-1501
51121502002,190501-0222-6401
51121502003,190501-0146-2713
51121502001,190501-0130-2713
51211603000,190501-0122-4801
51121902000,190402-0130-2713
51121516000,190303-0146-2713
51121511000,190301-0130-2713
51121511001,190301-0122-6401
51122112003,190201-0241-5901
51122112002,190201-0141-2701
51122112001,190201-0130-2713
50501500002,190107-0122-0401
51121698000,190106-0122-6410
51414101000,190105-0141-2701
51121699004,190104-0222-6410
51121699003,190104-0122-6410
51142107003,190103-0322-5901
51142107001,190103-0222-4801
51142107000,190103-0222-4801
51142107002,190103-0122-0401
51121501000,190101-0130-2713
51142148000,180401-0115-4801
51131515000,180301-0130-2713
51210000001,180101-0109-4801
51131906001,171001-0101-5401
51191705000,170804-0130-3501
51171504008,170801-0401-2713
51171504007,170801-0322-6401
51171504006,170801-0301-2713
51171504005,170801-0222-6401
51171504002,170801-0201-2713
51171504011,170801-0201-2713
51171504003,170801-0201-2713
51171504001,170801-0201-2713
51171504010,170801-0122-6401
51191902002,170701-0101-5401
51191602100,170605-0101-2713
51191704020,170602-0101-2713
51191604002,170601-9999-2713
51191604001,170601-9999-2713
51191602018,170419-0107-5401
51191999006,170415-0130-2714
51191601002,170413-1601-2713
51191601025,170413-1601-2713
51191601013,170413-1601-2713
51191601017,170413-1401-2713
51191601019,170413-1301-2713
51191601010,170413-1301-2713
51191601012,170413-1201-2713
51191601014,170413-0801-2713
51191601026,170413-0701-2713
51191601001,170413-0701-2713
51191601021,170413-0501-2713
51191601003,170413-0501-2713
51131906000,170412-0130-2713
51171628002,170409-0237-2713
51171628000,170409-0137-2701
51191802041,170407-0136-2713
51191804000,170404-0137-2713
51191998001,170402-9999-5401
51191999007,170307-0101-2713
51191999008,170307-0101-2713
51191904000,170305-0301-2713
51191904001,170305-0201-2713
51191904005,170305-0101-2704
51191999003,170304-0106-2704
51191601024,170303-0701-2713
51191601015,170303-0601-5401
51191601006,170303-0601-5401
51191601007,170303-0401-2713
51191601016,170303-0201-2713
51191601008,170303-0201-2713
50161512103,170303-0107-5401
51191601020,170303-0101-2713
51191601000,170303-0101-2713
51191602090,170303-0101-2713
51191601004,170303-0101-2713
51191601009,170303-0101-2713
51191601005,170303-0101-2713
51191902012,170301-0301-2713
51191902004,170301-0201-5401
51191902013,170301-0201-2713
51191902007,170301-0101-5401
51131907001,170209-0101-2713
51131909003,170201-0201-5401
51131909002,170201-0101-2713
51131909001,170201-0101-2713
51386502001,170104-0122-4801
50501701004,170102-0107-2714
51131503004,160701-0122-6401
51191918000,160602-0122-0401
50501500004,160602-0104-6401
51191905051,160601-9999-6201
51191905009,160601-0222-6401
51191905029,160601-0130-2713
51191905000,160601-0122-6401
51131503002,160502-0130-5406
51131503003,160405-0230-6201
51131503005,160405-0130-2713
51131503008,160403-0122-6401
51131503001,160402-0222-6401
51131503013,160301-0130-2713
51171631011,160205-0104-4801
51131506004,160203-0709-2713
51131506006,160203-0441-2713
51131506002,160203-0209-2713
51131598000,160203-0146-2713
51131506005,160202-0309-2713
51131506007,160202-0115-2713
51131506003,160202-0115-2713
51131507012,160201-0846-2713
51131507010,160201-0846-2713
51131507009,160201-0746-2713
51131507003,160201-0646-2713
51131507002,160201-0646-2713
51131507005,160201-0546-2713
51131507004,160201-0546-2713
51131507006,160201-0346-2713
51131507007,160201-0246-2713
51131507008,160201-0146-2713
50501509006,160103-0141-6401
51211600000,160102-0104-4801
51191905008,160101-0130-2713
51101953004,150601-0222-0401
51101953003,150601-0130-2713
51101953002,150601-0130-2713
51101953001,150601-0122-2713
51131801001,150503-0104-4801
51131899000,150501-0153-4803
51131812000,150404-0141-2706
51131812002,150404-0141-2706
51201598012,150402-0230-2713
51201598013,150402-0230-2713
51201598014,150402-0230-2713
51201598011,150402-0130-2713
51131817000,150401-0222-6410
51131817001,150401-0122-6410
51131802024,150307-0309-2706
51131802018,150307-0209-4801
51131802019,150307-0109-4801
51131802005,150305-0309-2710
51131802021,150305-0309-2706
51131802003,150305-0309-2706
51131802016,150305-0209-2706
51131899003,150305-0209-2706
51131802022,150305-0209-2706
51131802009,150305-0209-2706
51131802004,150305-0109-2710
51131802001,150305-0109-2706
51131802020,150305-0109-2706
51131802008,150304-0322-2706
51131802007,150304-0222-2706
51131802006,150304-0122-2706
51131802010,150302-0309-2706
51131802014,150302-0209-2706
51131802002,150302-0109-2706
51131802012,150302-0109-2706
51131802013,150301-0115-2706
51131899001,150202-0130-2713
51131899002,150202-0122-6401
51131604005,140701-0622-6401
51131604004,140701-0422-6401
51131604006,140701-0322-6401
51131604002,140701-0222-6401
51131604001,140701-0122-6401
51131615001,140602-0230-2713
51131615003,140602-0230-2713
51131615000,140602-0130-2713
51201572001,140601-0130-5402
51131616005,140505-0215-5401
51131603005,140503-0515-2714
51131603002,140503-0515-2713
51131603001,140503-0415-2713
51131603004,140503-0315-2713
51131603006,140503-0215-2713
51131603007,140503-0115-2713
51131607003,140502-0230-2713
51131607006,140502-0230-2713
51131607004,140502-0130-2713
51131607000,140502-0130-2713
51131607005,140502-0130-2713
51131607001,140502-0130-2713
51131607002,140502-0130-2713
51121699001,140403-0322-0401
51121699002,140403-0222-0401
51121699000,140403-0122-0401
51131625000,140402-0122-4801
51131706000,140401-0230-2713
51131899000,140401-0230-2713
51131898001,140303-0422-6410
51131898000,140303-0322-6410
51131650000,140303-0222-6410
51131621001,140301-0222-6410
51131621000,140301-0122-6410
51131704000,140206-0109-4801
51131711000,140205-0109-2706
51131703002,140204-0109-4801
51131716000,140203-0122-4801
51131699000,140202-0109-2706
51131702000,140201-0122-2706
51121775002,140113-0130-2714
51131799001,140112-0222-6410
51161626015,140111-0541-6401
51161626010,140111-0441-6401
51161626011,140111-0341-6401
51161626012,140111-0241-6401
51161626013,140111-0141-6401
51131799003,140110-0222-6410
51121101001,140109-0246-5401
51121101000,140109-0146-2701
51131710000,140108-0130-2713
51131725000,140107-0141-2701
51131725001,140107-0122-2701
51131705003,140105-0222-6401
51131705001,140105-0130-2713
51131705000,140105-0122-6401
51131709001,140104-0122-6410
51131701000,140101-0130-2713
51172307000,130311-0222-0401
50501500005,130310-0122-0401
51101836002,130307-0101-2713
51101836005,130306-0130-3501
51131599000,130305-0122-6401
51131599001,130305-0122-4801
51452304002,130304-0322-0401
51452304001,130304-0222-0401
51452304003,130304-0130-6001
51452304000,130304-0122-0401
51171975000,130303-0122-0401
50161901000,130302-0107-5401
50161901001,130207-0122-4801
51172319000,130206-0222-0401
51172319001,130206-0122-0401
51191999005,130205-0230-3501
51191999004,130205-0130-2713
51323001000,130205-0122-6401
51212601001,130202-0130-6201
51212601000,130202-0122-6416
51171527000,130201-0105-4801
51171990000,130112-0130-2714
51201899005,130111-0230-2713
51201899006,130111-0130-2713
51201896000,130110-0130-2713
51171974000,130109-0109-2706
51201898000,130108-0130-5402
51201810000,130107-0130-2713
51201899003,130106-0130-2713
51192019000,130104-0130-2713
51192019002,130104-0130-2713
51171973000,130103-0122-4801
51171973003,130102-0230-2701
51171973001,130102-0130-2706
51171973002,130101-0230-5402
51241303004,120703-0230-2713
51241303005,120703-0222-6401
51241303003,120703-0130-2713
51241303007,120703-0122-6401
51241303016,120702-0130-2713
51241303000,120701-0122-6401
51191602034,120601-1401-2713
51191602051,120601-1301-5401
51172506000,120601-1201-5401
51191602030,120601-0801-2713
51191602037,120601-0801-2713
